Gene A	Gene B	Neither	A Not B	B Not A	Both	Log Odds Ratio	p-Value	Adjusted p-Value	Tendency
CSF2	QKI	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
GEMIN2	QKI	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
NODAL	QKI	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
NR1I2	TCF3	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
CSF2	TCF3	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
GEMIN2	TCF3	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
NAMPT	TCF3	375	2	12	0	<-3	0.939	1.000	Mutual exclusivity
NUMB	CREB1	378	8	3	0	<-3	0.939	1.000	Mutual exclusivity
CREB1	TRIM62	378	3	8	0	<-3	0.939	1.000	Mutual exclusivity
CAPNS1	HDAC8	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
HDAC8	EED	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
CAPNS1	AQP3	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
EED	AQP3	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
HDAC8	GSK3A	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
AQP3	GSK3A	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
CAPNS1	GAPDH	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
EED	GAPDH	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
GSK3A	GAPDH	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
HDAC8	IRF8	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
AQP3	IRF8	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
GAPDH	IRF8	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
CAPNS1	MDM4	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
GSK3A	MDM4	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
IRF8	MDM4	379	4	6	0	<-3	0.939	1.000	Mutual exclusivity
AQP3	EGFL7	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
GAPDH	EGFL7	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
MDM4	EGFL7	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
AQP3	ZNF143	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
GAPDH	ZNF143	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
MDM4	ZNF143	379	6	4	0	<-3	0.939	1.000	Mutual exclusivity
ELSPBP1	JAG1	365	1	23	0	<-3	0.941	1.000	Mutual exclusivity
NR1I2	IGSF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
CSF2	IGSF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
GEMIN2	IGSF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
NR1I2	KLF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
CSF2	KLF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
NAMPT	KLF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
NODAL	KLF8	376	2	11	0	<-3	0.944	1.000	Mutual exclusivity
PBXIP1	NR1I2	376	11	2	0	<-3	0.944	1.000	Mutual exclusivity
PBXIP1	CSF2	376	11	2	0	<-3	0.944	1.000	Mutual exclusivity
PBXIP1	GEMIN2	376	11	2	0	<-3	0.944	1.000	Mutual exclusivity
PBXIP1	NODAL	376	11	2	0	<-3	0.944	1.000	Mutual exclusivity
IGSF8	NODAL	376	11	2	0	<-3	0.944	1.000	Mutual exclusivity
ELSPBP1	NOTCH4	367	1	21	0	<-3	0.946	1.000	Mutual exclusivity
ELSPBP1	SFTPC	367	1	21	0	<-3	0.946	1.000	Mutual exclusivity
PTPA	EPS8	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	CRK	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	GSN	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	BIRC2	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	SOX3	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
ART1	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
CXCR2	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
EPS8	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
CRK	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
GSN	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
BIRC2	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
SOX3	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
HAVCR2	CREB1	379	7	3	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	SNW1	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
CREB1	SNW1	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
PTPA	SHH	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
CREB1	SHH	379	3	7	0	<-3	0.947	1.000	Mutual exclusivity
NR1I2	MAPK7	377	2	10	0	<-3	0.949	1.000	Mutual exclusivity
CSF2	MAPK7	377	2	10	0	<-3	0.949	1.000	Mutual exclusivity
GEMIN2	MAPK7	377	2	10	0	<-3	0.949	1.000	Mutual exclusivity
TLE1	NR1I2	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
TLE1	CSF2	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
TLE1	GEMIN2	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
TLE1	NAMPT	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
TLE1	NODAL	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
MAPK7	NODAL	377	10	2	0	<-3	0.949	1.000	Mutual exclusivity
EED	MMD	380	4	5	0	<-3	0.949	1.000	Mutual exclusivity
CAPNS1	ARRB1	380	4	5	0	<-3	0.949	1.000	Mutual exclusivity
EED	ARRB1	380	4	5	0	<-3	0.949	1.000	Mutual exclusivity
MMD	GSK3A	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
ARRB1	GSK3A	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
CAPNS1	GLS	380	4	5	0	<-3	0.949	1.000	Mutual exclusivity
EED	GLS	380	4	5	0	<-3	0.949	1.000	Mutual exclusivity
MMD	IRF8	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
GLS	IRF8	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
MMD	EGFL7	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
ARRB1	EGFL7	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
GLS	EGFL7	380	5	4	0	<-3	0.949	1.000	Mutual exclusivity
CUX1	ELSPBP1	369	19	1	0	<-3	0.951	1.000	Mutual exclusivity
STAT1	ELSPBP1	370	18	1	0	<-3	0.954	1.000	Mutual exclusivity
ELSPBP1	SIN3A	370	1	18	0	<-3	0.954	1.000	Mutual exclusivity
OVOL2	CSF2	378	9	2	0	<-3	0.954	1.000	Mutual exclusivity
OVOL2	GEMIN2	378	9	2	0	<-3	0.954	1.000	Mutual exclusivity
OVOL2	NAMPT	378	9	2	0	<-3	0.954	1.000	Mutual exclusivity
NR1I2	AGTR1	378	2	9	0	<-3	0.954	1.000	Mutual exclusivity
CSF2	AGTR1	378	2	9	0	<-3	0.954	1.000	Mutual exclusivity
GEMIN2	AGTR1	378	2	9	0	<-3	0.954	1.000	Mutual exclusivity
OVOL2	NODAL	378	9	2	0	<-3	0.954	1.000	Mutual exclusivity
AGTR1	NODAL	378	9	2	0	<-3	0.954	1.000	Mutual exclusivity
PTPA	AQP3	380	3	6	0	<-3	0.954	1.000	Mutual exclusivity
PTPA	GAPDH	380	3	6	0	<-3	0.954	1.000	Mutual exclusivity
HDAC8	PTPA	380	6	3	0	<-3	0.954	1.000	Mutual exclusivity
HDAC8	CREB1	380	6	3	0	<-3	0.954	1.000	Mutual exclusivity
AQP3	CREB1	380	6	3	0	<-3	0.954	1.000	Mutual exclusivity
GAPDH	CREB1	380	6	3	0	<-3	0.954	1.000	Mutual exclusivity
MDM4	CREB1	380	6	3	0	<-3	0.954	1.000	Mutual exclusivity
G3BP1	ELSPBP1	371	17	1	0	<-3	0.956	1.000	Mutual exclusivity
ELSPBP1	TP73	371	1	17	0	<-3	0.956	1.000	Mutual exclusivity
ELSPBP1	FSHR	371	1	17	0	<-3	0.956	1.000	Mutual exclusivity
ELSPBP1	PAK4	372	1	16	0	<-3	0.959	1.000	Mutual exclusivity
ELSPBP1	TRIM33	372	1	16	0	<-3	0.959	1.000	Mutual exclusivity
ELSPBP1	SON	372	1	16	0	<-3	0.959	1.000	Mutual exclusivity
NR1I2	NUMB	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
CSF2	NUMB	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
GEMIN2	NUMB	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
NR1I2	TRIM62	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
CSF2	TRIM62	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
GEMIN2	TRIM62	379	2	8	0	<-3	0.959	1.000	Mutual exclusivity
NUMB	NODAL	379	8	2	0	<-3	0.959	1.000	Mutual exclusivity
TRIM62	NODAL	379	8	2	0	<-3	0.959	1.000	Mutual exclusivity
CAPNS1	GSK3A	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
EED	GSK3A	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
CAPNS1	IRF8	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
EED	IRF8	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
GSK3A	IRF8	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
GSK3A	EGFL7	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
IRF8	EGFL7	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
EED	ZNF143	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
GSK3A	ZNF143	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
EGFL7	ZNF143	381	4	4	0	<-3	0.959	1.000	Mutual exclusivity
ACTN4	ELSPBP1	373	15	1	0	<-3	0.961	1.000	Mutual exclusivity
ELSPBP1	PRKCA	373	1	15	0	<-3	0.961	1.000	Mutual exclusivity
PTPA	ARRB1	381	3	5	0	<-3	0.962	1.000	Mutual exclusivity
PTPA	GLS	381	3	5	0	<-3	0.962	1.000	Mutual exclusivity
MMD	CREB1	381	5	3	0	<-3	0.962	1.000	Mutual exclusivity
GLS	CREB1	381	5	3	0	<-3	0.962	1.000	Mutual exclusivity
ELSPBP1	HDAC6	374	1	14	0	<-3	0.964	1.000	Mutual exclusivity
ELSPBP1	NRP2	374	1	14	0	<-3	0.964	1.000	Mutual exclusivity
ELSPBP1	CARD10	374	1	14	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	CXCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	CXCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	CXCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	CXCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	EPS8	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	EPS8	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	EPS8	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	CRK	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	CRK	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	CRK	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	CRK	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	GSN	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	GSN	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	GSN	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	GSN	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	BIRC2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	BIRC2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	BIRC2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	SOX3	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	SOX3	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	SOX3	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	HAVCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	HAVCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	HAVCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	HAVCR2	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	SNW1	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	SNW1	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	SNW1	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NR1I2	SHH	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
CSF2	SHH	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
GEMIN2	SHH	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
NAMPT	SHH	380	2	7	0	<-3	0.964	1.000	Mutual exclusivity
ART1	NR1I2	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
ART1	CSF2	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
ART1	GEMIN2	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
CXCR2	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
EPS8	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
CRK	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
GSN	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
BIRC2	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
SOX3	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
HAVCR2	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
SNW1	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
SHH	NODAL	380	7	2	0	<-3	0.964	1.000	Mutual exclusivity
ELSPBP1	FSCN2	375	1	13	0	<-3	0.967	1.000	Mutual exclusivity
ELSPBP1	SCIN	375	1	13	0	<-3	0.967	1.000	Mutual exclusivity
ELSPBP1	ETV1	375	1	13	0	<-3	0.967	1.000	Mutual exclusivity
ELSPBP1	FBXO11	376	1	12	0	<-3	0.969	1.000	Mutual exclusivity
ELSPBP1	PKP3	376	1	12	0	<-3	0.969	1.000	Mutual exclusivity
ELSPBP1	TCF3	376	1	12	0	<-3	0.969	1.000	Mutual exclusivity
NR1I2	AQP3	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
CSF2	AQP3	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
NAMPT	AQP3	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
NR1I2	GAPDH	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
CSF2	GAPDH	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
GEMIN2	GAPDH	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
NAMPT	GAPDH	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
NR1I2	MDM4	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
CSF2	MDM4	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
GEMIN2	MDM4	381	2	6	0	<-3	0.969	1.000	Mutual exclusivity
HDAC8	NR1I2	381	6	2	0	<-3	0.969	1.000	Mutual exclusivity
HDAC8	CSF2	381	6	2	0	<-3	0.969	1.000	Mutual exclusivity
HDAC8	GEMIN2	381	6	2	0	<-3	0.969	1.000	Mutual exclusivity
HDAC8	NODAL	381	6	2	0	<-3	0.969	1.000	Mutual exclusivity
AQP3	NODAL	381	6	2	0	<-3	0.969	1.000	Mutual exclusivity
PTPA	GSK3A	382	3	4	0	<-3	0.969	1.000	Mutual exclusivity
PTPA	IRF8	382	3	4	0	<-3	0.969	1.000	Mutual exclusivity
PTPA	EGFL7	382	3	4	0	<-3	0.969	1.000	Mutual exclusivity
CAPNS1	CREB1	382	4	3	0	<-3	0.969	1.000	Mutual exclusivity
EED	CREB1	382	4	3	0	<-3	0.969	1.000	Mutual exclusivity
GSK3A	CREB1	382	4	3	0	<-3	0.969	1.000	Mutual exclusivity
EGFL7	CREB1	382	4	3	0	<-3	0.969	1.000	Mutual exclusivity
CREB1	ZNF143	382	3	4	0	<-3	0.969	1.000	Mutual exclusivity
ELSPBP1	IGSF8	377	1	11	0	<-3	0.972	1.000	Mutual exclusivity
ELSPBP1	KLF8	377	1	11	0	<-3	0.972	1.000	Mutual exclusivity
TLE1	ELSPBP1	378	10	1	0	<-3	0.974	1.000	Mutual exclusivity
ELSPBP1	MAPK7	378	1	10	0	<-3	0.974	1.000	Mutual exclusivity
NR1I2	MMD	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
CSF2	MMD	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
GEMIN2	MMD	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
MMD	NAMPT	382	5	2	0	<-3	0.974	1.000	Mutual exclusivity
NR1I2	ARRB1	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
CSF2	ARRB1	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
GEMIN2	ARRB1	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
NAMPT	ARRB1	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
CSF2	GLS	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
GEMIN2	GLS	382	2	5	0	<-3	0.974	1.000	Mutual exclusivity
MMD	NODAL	382	5	2	0	<-3	0.974	1.000	Mutual exclusivity
ARRB1	NODAL	382	5	2	0	<-3	0.974	1.000	Mutual exclusivity
GLS	NODAL	382	5	2	0	<-3	0.974	1.000	Mutual exclusivity
ELSPBP1	OVOL2	379	1	9	0	<-3	0.977	1.000	Mutual exclusivity
ELSPBP1	AGTR1	379	1	9	0	<-3	0.977	1.000	Mutual exclusivity
PTPA	CREB1	383	3	3	0	<-3	0.977	1.000	Mutual exclusivity
ELSPBP1	NUMB	380	1	8	0	<-3	0.979	1.000	Mutual exclusivity
ELSPBP1	TRIM62	380	1	8	0	<-3	0.979	1.000	Mutual exclusivity
NR1I2	GSK3A	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
CSF2	GSK3A	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
GEMIN2	GSK3A	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NAMPT	GSK3A	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NR1I2	IRF8	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
CSF2	IRF8	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
GEMIN2	IRF8	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NAMPT	IRF8	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NR1I2	EGFL7	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
CSF2	EGFL7	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
GEMIN2	EGFL7	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NAMPT	EGFL7	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
NR1I2	ZNF143	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
CSF2	ZNF143	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
GEMIN2	ZNF143	383	2	4	0	<-3	0.980	1.000	Mutual exclusivity
CAPNS1	NR1I2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
EED	NR1I2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
CAPNS1	CSF2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
EED	CSF2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
CAPNS1	GEMIN2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
EED	GEMIN2	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
CAPNS1	NAMPT	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
CAPNS1	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
EED	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
GSK3A	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
IRF8	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
EGFL7	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
ZNF143	NODAL	383	4	2	0	<-3	0.980	1.000	Mutual exclusivity
ELSPBP1	ART1	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	CXCR2	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	EPS8	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	CRK	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	GSN	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	BIRC2	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	SOX3	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	SNW1	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	SHH	381	1	7	0	<-3	0.982	1.000	Mutual exclusivity
ELSPBP1	HDAC8	382	1	6	0	<-3	0.985	1.000	Mutual exclusivity
ELSPBP1	AQP3	382	1	6	0	<-3	0.985	1.000	Mutual exclusivity
ELSPBP1	GAPDH	382	1	6	0	<-3	0.985	1.000	Mutual exclusivity
ELSPBP1	MDM4	382	1	6	0	<-3	0.985	1.000	Mutual exclusivity
NR1I2	PTPA	384	2	3	0	<-3	0.985	1.000	Mutual exclusivity
PTPA	CSF2	384	3	2	0	<-3	0.985	1.000	Mutual exclusivity
PTPA	GEMIN2	384	3	2	0	<-3	0.985	1.000	Mutual exclusivity
NR1I2	CREB1	384	2	3	0	<-3	0.985	1.000	Mutual exclusivity
CSF2	CREB1	384	2	3	0	<-3	0.985	1.000	Mutual exclusivity
GEMIN2	CREB1	384	2	3	0	<-3	0.985	1.000	Mutual exclusivity
NAMPT	CREB1	384	2	3	0	<-3	0.985	1.000	Mutual exclusivity
PTPA	NODAL	384	3	2	0	<-3	0.985	1.000	Mutual exclusivity
CREB1	NODAL	384	3	2	0	<-3	0.985	1.000	Mutual exclusivity
ELSPBP1	MMD	383	1	5	0	<-3	0.987	1.000	Mutual exclusivity
ELSPBP1	ARRB1	383	1	5	0	<-3	0.987	1.000	Mutual exclusivity
ELSPBP1	GLS	383	1	5	0	<-3	0.987	1.000	Mutual exclusivity
CAPNS1	ELSPBP1	384	4	1	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	EED	384	1	4	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	GSK3A	384	1	4	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	IRF8	384	1	4	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	EGFL7	384	1	4	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	ZNF143	384	1	4	0	<-3	0.990	1.000	Mutual exclusivity
NR1I2	CSF2	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
NR1I2	GEMIN2	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
CSF2	GEMIN2	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
NR1I2	NAMPT	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
CSF2	NAMPT	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
GEMIN2	NAMPT	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
NR1I2	NODAL	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
CSF2	NODAL	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
GEMIN2	NODAL	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
NAMPT	NODAL	385	2	2	0	<-3	0.990	1.000	Mutual exclusivity
ELSPBP1	CREB1	385	1	3	0	<-3	0.992	1.000	Mutual exclusivity
ELSPBP1	NR1I2	386	1	2	0	<-3	0.995	1.000	Mutual exclusivity
ELSPBP1	CSF2	386	1	2	0	<-3	0.995	1.000	Mutual exclusivity
ELSPBP1	GEMIN2	386	1	2	0	<-3	0.995	1.000	Mutual exclusivity
ELSPBP1	NAMPT	386	1	2	0	<-3	0.995	1.000	Mutual exclusivity
ELSPBP1	NODAL	386	1	2	0	<-3	0.995	1.000	Mutual exclusivity
HMGA2	ATM	330	0	59	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	ATM	330	0	59	0	>3	1.000	1.000	Co-occurrence
HMGA2	KMT2A	356	0	33	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	KMT2A	356	0	33	0	>3	1.000	1.000	Co-occurrence
HMGA2	GSK3A	385	0	4	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	GSK3A	385	0	4	0	>3	1.000	1.000	Co-occurrence
HMGA2	WWOX	330	0	59	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	WWOX	330	0	59	0	>3	1.000	1.000	Co-occurrence
HMGA2	IRF8	385	0	4	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	IRF8	385	0	4	0	>3	1.000	1.000	Co-occurrence
HMGA2	EGFL7	385	0	4	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	EGFL7	385	0	4	0	>3	1.000	1.000	Co-occurrence
HMGA2	ZNF143	385	0	4	0	>3	1.000	1.000	Co-occurrence
SPRY4-IT1	ZNF143	385	0	4	0	>3	1.000	1.000	Co-occurrence
RHOB	ZNF143	385	0	4	0	>3	1.000	1.000	Co-occurrence
STAT1	HMGA2	371	18	0	0	>3	1.000	1.000	Co-occurrence
TLE1	HMGA2	379	10	0	0	>3	1.000	1.000	Co-occurrence
G3BP1	HMGA2	372	17	0	0	>3	1.000	1.000	Co-occurrence
CAPNS1	HMGA2	385	4	0	0	>3	1.000	1.000	Co-occurrence
FBXW7	HMGA2	322	67	0	0	>3	1.000	1.000	Co-occurrence
CUX1	HMGA2	370	19	0	0	>3	1.000	1.000	Co-occurrence
ITGB4	HMGA2	364	25	0	0	>3	1.000	1.000	Co-occurrence
ACTN4	HMGA2	374	15	0	0	>3	1.000	1.000	Co-occurrence
ELSPBP1	HMGA2	388	1	0	0	>3	1.000	1.000	Co-occurrence
HDAC8	HMGA2	383	6	0	0	>3	1.000	1.000	Co-occurrence
PAK4	HMGA2	373	16	0	0	>3	1.000	1.000	Co-occurrence
NOTCH4	HMGA2	368	21	0	0	>3	1.000	1.000	Co-occurrence
PBXIP1	HMGA2	378	11	0	0	>3	1.000	1.000	Co-occurrence
USP9X	HMGA2	356	33	0	0	>3	1.000	1.000	Co-occurrence
ART1	HMGA2	382	7	0	0	>3	1.000	1.000	Co-occurrence
OVOL2	HMGA2	380	9	0	0	>3	1.000	1.000	Co-occurrence
EED	HMGA2	385	4	0	0	>3	1.000	1.000	Co-occurrence
NR1I2	HMGA2	387	2	0	0	>3	1.000	1.000	Co-occurrence
PTPA	HMGA2	386	3	0	0	>3	1.000	1.000	Co-occurrence
